nb_block,nb_chev_filter,nb_time_filter,time_strides,hidden,Loss_final,Accuracy_eval,Precision_eval,Recall_eval,F1_eval,Loss_eval,Loss_tst,Accuracy_tst,Precision_tst,Recall_tst,F1_tst
3,8,8,2,20,1.5785824060440063,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.518165946006775,1.5595942735671997,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,8,8,2,50,1.0769376754760742,0.6025641025641024,0.4454629788557188,0.5051373626373625,0.44192714407350936,1.166721224784851,1.1547133922576904,0.7380952380952381,0.6212179487179487,0.6250877192982456,0.6100168067226891
3,8,8,2,80,1.365890383720398,0.5371794871794873,0.2656134304585881,0.3612637362637362,0.2782756438803372,1.3287497758865356,1.4158824682235718,0.47619047619047616,0.2698412698412698,0.3888888888888889,0.2927536231884058
3,8,8,2,100,1.5785824060440063,0.38666666666666666,0.07733333333333334,0.19999999999999993,0.11153846153846152,1.518165946006775,1.5595942735671997,0.34523809523809523,0.06904761904761905,0.2,0.10265486725663715
3,8,8,5,20,1.227779507637024,0.5469230769230771,0.30567608019647596,0.4033421750663131,0.3266468532077583,1.271247386932373,1.3388227224349976,0.5476190476190477,0.33832358674463936,0.47597701149425287,0.393319118692253
3,8,8,5,50,1.439965844154358,0.5294871794871796,0.20108052478538413,0.35316407730200833,0.2560322156472535,1.3753790855407715,1.4865198135375977,0.4166666666666667,0.15454545454545454,0.3333333333333333,0.2109941520467836
3,8,8,5,80,1.28693425655365,0.5897435897435896,0.3190384989545517,0.46848806366047746,0.37601021401258383,1.2877693176269531,1.3672829866409302,0.5238095238095238,0.2936540936540936,0.4904214559386973,0.36180339985218035
3,8,8,5,100,1.149285078048706,0.6123076923076923,0.43148071784771413,0.5402695149677907,0.47094836917883953,1.202660083770752,1.1864345073699951,0.7142857142857143,0.5595877806404123,0.6318209316394434,0.581712345379578
3,8,8,10,20,1.3963977098464966,0.5330769230769231,0.21846652956152235,0.3568681318681318,0.2601139702314652,1.3127652406692505,1.4103620052337646,0.4880952380952381,0.28670343137254906,0.40555555555555556,0.3097886540600667
3,8,8,10,50,1.1979713439941406,0.5684615384615384,0.34989669755507713,0.43154793482379705,0.3669211341633344,1.2713359594345093,1.3388489484786987,0.5595238095238095,0.4195054945054945,0.5190804597701149,0.45716381668946654
3,8,8,10,80,1.3090027570724487,0.5415384615384616,0.25756818758572253,0.37701780977643057,0.2918292654328719,1.3128167390823364,1.3170324563980103,0.5714285714285714,0.4075792712059944,0.47977414801371243,0.437047619047619
3,8,8,10,100,1.1822423934936523,0.5802564102564103,0.3716014199390545,0.4570935960591133,0.3929076401418217,1.2668099403381348,1.3121877908706665,0.5952380952380952,0.4798136645962733,0.5584291187739463,0.5073758339510748
3,8,8,20,20,1.2312389612197876,0.5630769230769231,0.3620930593802851,0.44550303145130726,0.37441079322317905,1.2626614570617676,1.3127477169036865,0.5833333333333334,0.5211904761904762,0.5262149626940916,0.4824404761904762
3,8,8,20,50,1.3505218029022217,0.545128205128205,0.2935751888278562,0.36978021978021974,0.2974742704917792,1.3269039392471313,1.4217047691345215,0.47619047619047616,0.3087263556116015,0.42088122605363987,0.34262626262626267
3,8,8,20,80,1.0970635414123535,0.5887179487179487,0.413127403541607,0.4737310534293292,0.42661292867758094,1.248013973236084,1.2243545055389404,0.6904761904761905,0.6567310167310166,0.616152450090744,0.6294003494814854
3,8,8,20,100,1.200708270072937,0.5533333333333335,0.3061170158290864,0.42048503220917033,0.34264901033569806,1.2805390357971191,1.33599054813385,0.5714285714285714,0.42018218623481773,0.5195402298850574,0.459782265144864
