gcn_depth,conv_channels,kernel_size,dropout,gcn_true,build_adj,propalpha,out_channels,Loss_final,Accuracy_eval,Precision_eval,Recall_eval,F1_eval,Loss_eval,Loss_tst,Accuracy_tst,Precision_tst,Recall_tst,F1_tst
1,4,3,0.25,True,True,0.15,8,1.3825974464416504,0.553705440900563,0.23147673945815375,0.3696983408748115,0.2740202417490639,1.3228542804718018,1.4130916595458984,0.5180722891566265,0.37956349206349205,0.4666666666666666,0.38135761179239436
1,8,3,0.25,True,True,0.15,4,1.219169020652771,0.5644934333958724,0.3899622259366096,0.43134570784475906,0.3624823599878988,1.2668466567993164,1.3355944156646729,0.5662650602409639,0.5424611708482676,0.5316137784377349,0.4941758241758241
2,16,3,0.25,True,True,0.15,4,1.2853634357452393,0.5612101313320825,0.3558315133735214,0.5117521367521368,0.4079762448447773,1.3024777173995972,1.2609401941299438,0.6506024096385542,0.3820393374741201,0.5333333333333333,0.4406666666666667
1,8,3,0.25,True,True,0.15,4,1.5649032592773438,0.3625703564727955,0.07251407129455911,0.19999999999999993,0.10568600902161149,1.5327118635177612,1.5492310523986816,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
2,8,3,0.25,True,True,0.15,8,1.1482006311416626,0.62218574108818,0.49940681444908314,0.5594261989328403,0.49847480790169496,1.2337031364440918,1.2355574369430542,0.6626506024096386,0.5659722222222222,0.5875840070395424,0.5697287630402385
1,16,3,0.25,True,True,0.15,8,1.3102294206619263,0.5898217636022514,0.28968217739912017,0.4391813036215313,0.3413270287923042,1.2921762466430664,1.35087251663208,0.6024096385542169,0.34711047345767576,0.5284848484848486,0.4185714285714285
1,8,3,0.25,True,True,0.15,4,1.5649032592773438,0.3625703564727955,0.07251407129455911,0.19999999999999993,0.10568600902161149,1.5327118635177612,1.5492310523986816,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
3,8,3,0.25,True,True,0.15,16,1.2606252431869507,0.6203095684803002,0.3286829113536883,0.4856347005303364,0.3875645175736129,1.222819447517395,1.2125725746154785,0.7108433734939759,0.43925303454715225,0.6,0.5038996138996139
3,4,3,0.25,True,True,0.15,4,1.3814667463302612,0.5236866791744841,0.18714504197535142,0.34121296161144343,0.23936814031570997,1.3218797445297241,1.4084168672561646,0.46987951807228917,0.18163841807909606,0.38181818181818183,0.2461038961038961
2,16,3,0.25,True,True,0.15,4,1.110779881477356,0.6092870544090055,0.41015208750447424,0.5296533352795213,0.4431264880962598,1.1804015636444092,1.1135531663894653,0.7951807228915663,0.6202779387617114,0.7190804597701149,0.6614921341172731
2,16,3,0.25,True,True,0.15,8,1.576008915901184,0.3780487804878049,0.07560975609756099,0.19999999999999993,0.1097345132743363,1.5267835855484009,1.5554348230361938,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
2,4,3,0.25,True,True,0.15,16,1.5615994930267334,0.3780487804878049,0.07560975609756099,0.19999999999999993,0.1097345132743363,1.539147138595581,1.5514122247695923,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
3,16,3,0.25,True,True,0.15,8,1.5628432035446167,0.35225140712945596,0.07045028142589119,0.19999999999999993,0.1029870061864616,1.5365846157073975,1.5500895977020264,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
1,4,3,0.25,True,True,0.15,8,1.5624048709869385,0.3780487804878049,0.07560975609756099,0.19999999999999993,0.1097345132743363,1.536681890487671,1.5506452322006226,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
1,4,3,0.25,True,True,0.15,8,1.3825974464416504,0.553705440900563,0.23147673945815375,0.3696983408748115,0.2740202417490639,1.3228542804718018,1.4130916595458984,0.5180722891566265,0.37956349206349205,0.4666666666666666,0.38135761179239436
1,4,3,0.25,True,True,0.15,16,1.3001008033752441,0.5333020637898687,0.2282136895473523,0.3721970028706272,0.2780685556884617,1.2891112565994263,1.3565165996551514,0.5783132530120482,0.33726244343891404,0.5146917450365727,0.40669595515830925
3,8,3,0.25,True,True,0.15,8,1.3048489093780518,0.5344746716697936,0.2616081713162731,0.39078236753758566,0.3098122152130397,1.2937958240509033,1.346163272857666,0.6024096385542169,0.34740896358543416,0.5284848484848486,0.41905793736779645
1,8,3,0.25,True,True,0.15,8,1.324568748474121,0.552063789868668,0.22573528596875533,0.3754746265751959,0.2770085929864064,1.2999972105026245,1.360520362854004,0.5542168674698795,0.32148932373758404,0.48802507836990594,0.387593984962406
1,16,3,0.25,True,True,0.15,4,1.2240996360778809,0.5145403377110693,0.24892521441223492,0.3894219821923806,0.2942723454391167,1.2730504274368286,1.327236533164978,0.5662650602409639,0.3812820512820513,0.48926506443747825,0.41994647275665303
3,8,3,0.25,True,True,0.15,8,1.2690916061401367,0.576688555347092,0.3359757546565069,0.4437203003616667,0.35834868034897305,1.2331613302230835,1.2273861169815063,0.7108433734939759,0.5477743378052975,0.6116959064327485,0.5397369344737766
3,16,3,0.25,True,True,0.15,8,1.4360624551773071,0.522279549718574,0.19730734469510305,0.3576923076923077,0.25380463154983257,1.3672720193862915,1.4709302186965942,0.43373493975903615,0.167008547008547,0.3555555555555555,0.22710795902285263
3,16,3,0.25,True,True,0.15,4,1.5660024881362915,0.2943245778611633,0.058864915572232654,0.19999999999999993,0.08807381537277653,1.5463945865631104,1.5578104257583618,0.3493975903614458,0.06987951807228916,0.2,0.10357142857142858
3,16,3,0.25,True,True,0.15,16,1.2253869771957397,0.6043621013133209,0.3888511475049913,0.45491323245592696,0.39425312699907494,1.2582566738128662,1.3038330078125,0.5903614457831325,0.6082170542635658,0.5155768208399787,0.46854970760233916
3,8,3,0.25,True,True,0.15,16,1.2506614923477173,0.5877110694183865,0.30206563110297824,0.4508918406072106,0.35527741086315945,1.270892858505249,1.312084674835205,0.6024096385542169,0.34737921727395416,0.5397701149425288,0.42137254901960775
